書名,作者,分類,狀態,按讚數,出版社,tag(最多五個),,,,,連結,簡介
原子公館的少年們,初雲,輕鬆搞笑,完結,3921,獨家原創,青春校園,同居日常,穿越道以女遊戲裡變成狗狗是不是搞錯了什麼?,,,https://mojoin.com/novels/2802,"那天，毛毛開心地買下期待已久的遊戲《原子公館的少年們》，卻在回家路上出了車禍。

當她睜開眼睛，遊戲裡的少年們就在眼前，而她還被自己的天菜、代號為地球的溫柔少年抱在懷裡！
只是，為什麼地球看起來這麼大？為什麼她有毛茸茸的肚子，甚至還有狗爪子！？
WTF，人家穿越都是當女主角，怎麼就她變成了一隻豆柴！

雖然身為柴柴的福利不差，不時會被揉揉抱抱搔搔下巴，還可以近距離欣賞少年們的帥臉、腰線、腹肌……簡直完美！（擦口水）
但毛毛知道，她必須引導遊戲女主角來到原子公館，幫助少年們喚醒施展行星魔法的能力，讓他們順利進入魔法學院就讀，自己才有恢復人形的機會。
她記得女主角是在一個下雨的夜晚，撿到在公園被野狗攻擊的小狗毛毛，也就是她──
現在窗外正下著雨，女主角飄然經過，而她還在屋裡耍廢。

完蛋，她錯過女主角在遊戲中出場的時機了，這下靠北了⋯⋯

《原子少年—STAR formation》全套漫畫這邊看https://bean.fun/W01Yz"
請跟我交往！拜託啦！,名為星賊的草莓蛋糕,輕鬆搞笑,完結,2,原創星球,戀愛,日常,校園,,,https://mojoin.com/novels/2706,"據說，只要單身到三十歲的男人，就會成為魔法師。

那麼，單身一輩子的男人呢？"
在非人類高中就是要活著畢業呀！不然要幹嘛？(06)台日電擊大作戰(END),雷明,輕鬆搞笑,完結,0,飛燕文創,奇幻校園,輕鬆搞笑,,,,https://mojoin.com/novels/2469,"台日大戰！
超越時空，時隔百年的未婚夫再次降臨！

「林誠，我這次一定會把小雪帶回日本！」

原本只是日本姊妹校聯合運動會，卻牽扯出了百年來的恩怨！
應該死掉的小雪未婚夫──誠哥，居然出現在一行人面前。
並對石牌高中的學生會和所有同學宣戰，同時還把小雪當作賭注，要林誠在這場妖怪運動會出賽。
小雪也因為整個人亂糟糟，而離開了林誠的身邊。
在沒有小雪的幫助下，林誠有辦法活下去嗎？有辦法帶著石牌街區高中的所有同學獲得最後的勝利嗎？

波瀾壯闊的瘋狂戀愛喜劇！為您獻上比前面更超展開的最終回！"
在非人類高中就是要活著畢業呀！不然要幹嘛？(05)太棒了！沒有暑假作業！來玩大逃殺吧！,雷明,輕鬆搞笑,完結,0,飛燕文創,奇幻校園,輕鬆搞笑,,,,https://mojoin.com/novels/2468,"只要有爭議，就用死亡網遊，更正，是死亡遊戲來處理吧！

打敗了茉莉後，石牌街區高中學生會的一行人，終於能好好在小島上渡假。
然而原本感情就不是很好的本校學生會和分校學生會的妖怪們再一次在內衣失竊事件中，整個引爆！
為了要解決兩方處理兩方的不爽，於是展開了街區高中的傳統團康遊戲──大逃殺。
雖然設定上對這群妖怪和仙人來說只是跟鬼抓人差不多的打打鬧鬧，但身為脆弱的人類，倒楣的林誠只要被輕輕摸一下，就會直接變成幽靈。
當然那些妖怪才不在乎這點，他們只想把林誠撕成碎片，報之前的仇，於是林誠成為那群妖怪同學的狩獵目標！

林誠有辦法活過獵殺嗎？有辦法找出引發這場遊戲的幕後主使者嗎？

最火熱的人類大獵逃，今夏火熱展開！"
在非人類高中就是要活著畢業呀！不然要幹嘛？(04)鬼島餘生之殭屍才不是鬼,雷明,輕鬆搞笑,完結,5,飛燕文創,奇幻校園,輕鬆搞笑,,,,https://mojoin.com/novels/2467,"暑假！
大海！
中元普渡！

說到暑假就會令人聯想到蔚藍的大海、雪白的海灘、火熱的太陽與刨冰以及萬鬼出籠的農曆鬼月。
林誠順利活過高中一年級，迎來人生中第一次的暑假。
然而身為學生會長的他，卻要在農曆七月時普渡那些在外島分校上的好兄弟們。
但林誠卻被島上的大殭屍咬到，甚至還在半夜爬起來攻擊夥伴。
為了避免林誠變成殭屍，所有人必須要在中元普渡前把殭屍女王幹掉，才能讓林誠免於變成殭屍的命運。

活著畢業不可怕，真正可怕的是暑假出意外。
生人禁地！閒人勿入！"
在非人類高中就是要活著畢業呀！不然要幹嘛？(03)在思考失業前，妳知道畢業嗎？,雷明,輕鬆搞笑,完結,21,飛燕文創,奇幻校園,輕鬆搞笑,,,,https://mojoin.com/novels/2466,"要是無法畢業找到工作，就會變成鳳梨──！

林誠順利的當上了學生會長後終於逃離被煮成火鍋的死亡命運。
然而新危機卻從內部開始醞釀。
留級的學姊──鳳梨，更正，是王鳳來，因為不喜歡讀書、也常常幹些蠢事，讓她一直無法畢業，她的班導再也看不下去，於是把她丟到一年級的班上，變成林誠的同班同學。
鳳來為了要畢業，同時要找到工作，於是逼林誠完成她的心願，為了更進一步讓林城幫她，甚至還對林誠下了變鳳梨咒。
於是林誠為了要解除變成鳳梨的魔咒，於是開始了考試外加求職大作戰！

延後畢業不可怕，活著畢業也不可怕。
真正可怕的是畢業了，就是失業──！"
在非人類高中就是要活著畢業呀！不然要幹嘛？(02)拚死拚活的競選、拚死拚活的選上！,雷明,輕鬆搞笑,完結,20,飛燕文創,奇幻校園,輕鬆搞笑,,,,https://mojoin.com/novels/2465,"「我的政見就是要把林誠煮成火鍋！讓所有同學一起享用！」
一年一度的學生會選舉又再次來臨，然而這次只有一個名叫牛平天的牛魔王妖怪出來競選。
而且他選上後還決定要把林誠這學校唯一的人類煮成火鍋，讓所有肉食妖怪享用。

為了要逃離被煮成火鍋的危機，林誠聯合小雪和他的好友們決定也一起參選學生會長，一場熱烈競選抹黑大戰，就此展開。

延畢不可怕！可怕的是如何活著畢業！"
在非人類高中就是要活著畢業呀！不然要幹嘛？(01)莫名其妙被冥婚、莫名其妙被索命。,雷明,輕鬆搞笑,完結,562,飛燕文創,奇幻校園,輕鬆搞笑,,,,https://mojoin.com/novels/2464,"「快跟小雪冥婚！你已經撿起白包了！快點負責！」

林誠來到學校的第一天，在穿堂撿到了一個錢包，沒想到仔細一看那是個冥婚白包。

沒想到下一秒冥婚的對象──宮之下雪，像是神燈精靈一樣從白包冒了出來，並拔出菜刀砍殺林誠，逼他到地獄跟小雪一起冥魂……
於是林誠展開了校園生存大作戰，為了要活著畢業，林誠不僅要想辦法超渡惡靈般的鬼妻、還要逃離小混混妖怪的找碴、彷彿掃把星的留級學姊的糾纏，努力活過悲慘的一年級校園生活！
延畢不可怕！可怕的是如何活著畢業！"
收到收費袋的我，開始了萌寵召喚師生活,抹茶熊熊,輕鬆搞笑,完結,560,原創星球,戰鬥,冒險,,,,https://mojoin.com/novels/1116,"警告！警告！別帶任何智商進入此作品。
除非大大想留心得，否則不建議，
不然……後果請自負，本熊絕無責任承擔大大們那被內容殘害腦袋的責任！

戴可媛，20XX年進入高中，由於因為數學不好而參加神飛補習班，可是……她卻認為這根本不是在補習，而是——這是在選救世主吧！！！！！！！
召喚系統：收費袋
主召喚獸：飛天小柴犬
召喚咒語：～～（沒有！只要打開收費袋即可！）
但一連串的荒唐事件中，卻演變成了——補習班與補習班的較量！！！（非課業成績較量）
「所以說……要繳費，為甚麼收費袋不還給他們呀！！！！」
我不知道……沒錯，我——戴可媛，一名15歲，數學成績極糟糕透頂的女高中生，碰上了……一家給收費袋可是卻不想讓他人繳回來的奇怪補習班的遭遇。

這是本熊在寫作作品中，寫得最「無腦的」一篇（好啦！其實不是無腦，而是作品都是讓人「致鬱」且「帶感」的。"
《我的師傅宇宙可愛，不服來戰！》卷五,二迴林,輕鬆搞笑,完結,0,原創星球,蘿莉,武俠,戰鬥,軟萌,搞笑,https://mojoin.com/novels/2302,"【師妹與師姊的「國王泳裝」（R15）更新】

武俠✕輕小說，王道熱血✕歡樂惡搞──

「自古雙修就是要裸體呀！徒兒你也快點脫了吧！」
「住手啊師傅！我的尚方寶劍不聽使喚出鞘見血的話，會被判死刑的呀！」
你想見識，極限的擦邊球嗎（X）"
《我的師傅宇宙可愛，不服來戰！》卷四,二迴林,輕鬆搞笑,完結,0,原創星球,蘿莉,武俠,戰鬥,軟萌,搞笑,https://mojoin.com/novels/2301,"【師妹與師姊的「國王泳裝」（R15）更新】

武俠✕輕小說，王道熱血✕歡樂惡搞──

「自古雙修就是要裸體呀！徒兒你也快點脫了吧！」
「住手啊師傅！我的尚方寶劍不聽使喚出鞘見血的話，會被判死刑的呀！」
你想見識，極限的擦邊球嗎（X）"
《我的師傅宇宙可愛，不服來戰！》卷三,二迴林,輕鬆搞笑,完結,0,原創星球,蘿莉,武俠,戰鬥,軟萌,搞笑,https://mojoin.com/novels/2300,"【師妹與師姊的「國王泳裝」（R15）更新】

武俠✕輕小說，王道熱血✕歡樂惡搞──

「自古雙修就是要裸體呀！徒兒你也快點脫了吧！」
「住手啊師傅！我的尚方寶劍不聽使喚出鞘見血的話，會被判死刑的呀！」
你想見識，極限的擦邊球嗎（X）"
《我的師傅宇宙可愛，不服來戰！》卷二,二迴林,輕鬆搞笑,完結,0,原創星球,蘿莉,武俠,戰鬥,軟萌,搞笑,https://mojoin.com/novels/2299,"【師妹與師姊的「國王泳裝」（R15）更新】

武俠✕輕小說，王道熱血✕歡樂惡搞──

「自古雙修就是要裸體呀！徒兒你也快點脫了吧！」
「住手啊師傅！我的尚方寶劍不聽使喚出鞘見血的話，會被判死刑的呀！」
你想見識，極限的擦邊球嗎（X）"
《我的師傅宇宙可愛，不服來戰！》卷一,二迴林,輕鬆搞笑,完結,25,原創星球,蘿莉,武俠,戰鬥,軟萌,搞笑,https://mojoin.com/novels/1001,"【師妹與師姊的「國王泳裝」（R15）更新】

武俠✕輕小說，王道熱血✕歡樂惡搞──

「自古雙修就是要裸體呀！徒兒你也快點脫了吧！」
「住手啊師傅！我的尚方寶劍不聽使喚出鞘見血的話，會被判死刑的呀！」
你想見識，極限的擦邊球嗎（X）"
哎呀、變成寶箱怪了！,鬱兔,輕鬆搞笑,完結,10,原創星球,冒險,搞笑,蘿莉,重生,,https://mojoin.com/novels/1049,"史上首位無機質、珍稀吉祥物主角ｘ女孩們的精采大冒險！

以下為超萌女角名單：
天才煉金術師－－苳兔
寄宿寶箱怪的紅髮幽靈－－安蒂希亞
腹黑雙胞胎公主姊妹花－－茉莉卡與茉莉娜
還有獸人族女王（呃？

請問面對貪婪的冒險者們追擊，變成寶箱怪的伊多又該如何應對呢？

伊多：嗯，大概只能逃命吧O口Q!!

封面擔當：Minari
封面設計：神祕小編編
內頁插圖：榭芙"
天使的贈禮,鬱兔,輕鬆搞笑,完結,0,作者授權,天使,少女,宅男,失戀,願望,https://mojoin.com/novels/614,"林勳終於向自己暗戀的女神告白被拒，還聽她對朋友嘲諷自己。
作夢也沒想到暗戀的女孩居然是這樣的人，他既氣憤又不甘，卻又無法放棄，此時竟遇見一位天使，她答應要送給林勳一個願望──
無論如何都想追到女神的他，開始了他的反攻計畫！"
那些被寫成輕小說的短篇故事,芸光,輕鬆搞笑,完結,1,原創星球,戀愛,冒險,,,,https://mojoin.com/novels/666,"拳頭ｘ戀愛ｘ曼陀羅草ｘ戰鬥ｘ職場ｘ蘿莉
胸罩ｘ魔法師ｘ討厭鬼ｘ必殺技ｘ笨蛋ｘ姊姊
夢想ｘ吟遊詩人ｘ創作ｘ程式碼ｘ戀愛ｘ同班同學

閱讀這本故事就像吃七彩糖罐。
每篇都有獨特口味，每篇都是驚喜。

讓噴飯系兼殘念系的寫作者芸光告訴您──
這個世界即使紛擾，您還是能擁有一段值得喘息的閱讀時間！

快來吸一口短篇小說吧！

* * *
當你忍受不了狗屁倒灶的生活瑣事，推薦《活不下去，只好逃離這個世界》
當你不知道怎麼在創作平台擁有人氣，推薦《從行銷魯肉飯到行銷寫作事業的方法》
當你身邊有個一知半解讓你很煩躁的傢伙，推薦《沒必要說話時，妳可以安靜一點》
當你跟女同學關係不好卻總是在意她，推薦《胸罩與花海》
當你覺得自己的專長很蠢，推薦《無用能力者也可以拯救世界唷》"
難道勇者回原本世界過年，連親戚都贏不了？,白瓷,輕鬆搞笑,完結,0,原創星球,奇幻,日常,,,,https://mojoin.com/novels/874,"費盡千辛萬苦，打倒魔王後從異世界回到原本世界的退休勇者姜陽明，等著他的卻是幾天後的農曆新年。
消失三年的姜陽明，身旁還帶著在異世界結交的女友，不但要面對親戚朋友的質問，走春拜拜還得過關斬將，甚至連傳說中的年獸都跑出來湊熱鬧？
姜陽明：「總覺得魔王還比二姑婆三姑媽四叔叔五叔公還好對付……。」"
妹妹說要靠新手裝打進排名第一，沒搞錯吧！？,雷迪,輕鬆搞笑,完結,67,原創星球,戰鬥,遊戲,,,,https://mojoin.com/novels/697,"你看過用新手裝打天下的玩家嗎？
最爛裝備、最低等級、最少技能，但卻是最強技術！
輕鬆搞笑的日常、熱血精彩的戰鬥、扣人心弦的劇情，你是網遊迷嗎？
那這作品絕對適合你！"
這樣的守護神 真的沒問題嗎？,胡說,輕鬆搞笑,完結,55,原創星球,奇幻,青春,日常,,,https://mojoin.com/novels/633,"神明 X 年紀較長 X 人世間敬老尊賢的習俗

「哈哈哈哈哈哈哈哈哈——跪下吧，愚民。」
「這到底是怎麼得出的結論……」

所謂的守護神難不成是——在一旁「守」望並「護」送人們走上絕望道路的存在吧。"
老子就是不想接家業啊！,吉郁隆程,輕鬆搞笑,完結,0,原創星球,職場,日常,,,,https://mojoin.com/novels/428,"如同標題

還有這是我朋友的故事
我
朋
友
的

很重要所以改成直行
今天我就告訴你們一個故事，一個關於我朋友的故事，是我朋友的喔，一段他離家出走後所發生的事情。"
蘿莉幽靈纏上我！,走路跌跤,輕鬆搞笑,完結,40,原創星球,靈異,蘿莉,,,,https://mojoin.com/novels/338,"青梅竹馬因意外死去，變成幽靈回到自己身邊，但不知為何，她的外表和心智都退回到了十二歲！
天才少年穆晨有一個很大的煩惱，面對總是想「強上」自己的蘿莉幽靈，他該如何是好？

* * *

「你忘了那天晚上是怎麼迷上我的肉體了嗎？你把ｘｘ放進我的ｘｘ然後嗚嗚嗚嗚嗚嗚……！！」
穆晨直接衝過去摀住了穆晶的嘴。
禍從口出說的就是這種白癡女人，見鬼，自己是有招惹到她嗎？
「我的人生總有一天會被妳毀掉的……」少年流著冷汗，有些後怕的說道。
「……嗚哈！」穆晶奮力掙脫穆晨的手掌後得意洋洋地回道，
「那也比被別的壞女人毀掉要好！而且姐姐有什麼不好，人漂亮胸部又大，你們這種年紀的男孩子不是最喜歡了嗎？」
「……」穆晨紅著臉微微偏過頭。
「哼哼，太好懂了我的弟弟。」
「……才，才沒有！就算真的是我也喜歡智商比較正常一點的！」

補充、在閱讀本篇文章之前，請先注意以下幾點：
一、本文和FBI合作，在您點下這篇文章的瞬間，您的IP位置就已經曝光。
二、蘿莉控不是病，是生活方式。
三、作者絕不會是蘿莉控，他已在追求巨乳的路上和各位漸行漸遠。
四、作者本性純良，開坑必定填坑，若是不在意牢獄之災，還請放心閱讀。
五、劇情可能有小虐，非單純愛情喜劇，還請多多包涵。
六、以上有兩點是假的，但窩不能告訴你是哪兩點。"
魯蛇們！成為偶像吧！,天兵,輕鬆搞笑,完結,0,原創星球,現代,,,,,https://mojoin.com/novels/277,"有天，腦袋有洞的老闆對我們下達命令 「公司快倒閉了，你們去當偶像吧！」
重點是，在座要組偶像團體的人有…… 從不開口說話的冰山美人 有人群恐懼症的大學巨乳妹 長得猥瑣的肥宅 以及 裡面最正常但也最路人甲的我
這個偶像團體該怎麼經營下去！？"
七日內靠刮刮樂獎金賺一億元！,六花,輕鬆搞笑,完結,2,原創星球,戰鬥,現代,,,,https://mojoin.com/novels/68,"父親離開後，留下大筆債務，為了媽媽跟妹妹......不不不，這絕對不是這樣的故事！！
「從今天算起，你要在七天內，靠刮刮樂獎金賺到一億元。」 「姑且問一下，妳剛才說的『完蛋』，具體來說會怎樣完蛋？」 「我會惡靈化，永久性的附在你身上，讓你衰一輩子唷。」 「會有多衰？」 「結婚當天才發現女友是你親妹妹，差不多比這衰十倍的程度吧。」 ──沒事手賤撿什麼鬼刮刮樂！
喂，就算運氣再好也不可能在七天內刮中一億元唷？ 既然如此，就靠「刮鬥」一決勝負吧！
熱血系刮刮樂激鬥！卡牌戰鬥X刮刮樂！！

──除了天賦，你什麼都沒有。 ──紅蓮魔眼嗎？倒是挺有意思…… ──拼手速還敢跟我玩錢，你忘了我的綽號？ ──若不盡早判斷出大獎落點，一旦陷入膠著戰，便會頻頻遭到這般攻擊。 ──怎麼？貴國是沒人了嗎？每次決賽遇見的都是你們這些手下敗將，真夠無趣。 ──沒錯，而我所能賦予你的，正如我的名字──真希，真正的希望！
因手賤而遭到怨靈纏身的冉佑星，被逼迫要在七天內靠刮刮樂獎金賺到一億元，否則將會永遠被怨念纏身，甚至造成國運衰敗！

粉絲頁：六花的魔界花園，裡頭都是我用負能量辛苦栽培的魔界植物跟垃圾話，歡迎來玩！"
福氣囧少女,killer,輕鬆搞笑,完結,34,原創星球,校園,奇幻,,,,https://mojoin.com/novels/46,"因為哥哥離家出走，她不得不女扮男裝進入男校就讀，卻發現學校裡充滿各種謎團……
* * *
曾綏堯是曾氐集團總裁曾士春的掌上明珠，卻從小楣運纏身，常遇到許多讓人啼笑皆非的倒楣事。
由於雙胞胎哥哥離家出走，為了完成父親的心願，患有恐男症的綏堯不得不女扮男裝，代替哥哥進入貴族名校「超凡中學」就讀。
沒想到她一入學，就得罪了校內的惡霸蘇謙達，因而展開一段驚天動地的（愚蠢）爭鬥。

然而，抽屜裡的一張神秘字條，讓她發現，學校裡似乎藏著不得了的陰謀。
學校本身是個巨大的結界，用來囚禁女神，神秘組織「七星」潛伏在校園中，負責看守女神並消滅試圖援救的人。

而她自己，居然是身負解救女神重任的「預言之子」？

在同學穆德的幫助下，她必須努力避開「七星」的監視，同時還要克服自己的楣運，一步步解開校園中的封印，以拯救女神。"
泡菜熟成，宜殺人,慣看春秋,懸疑推理,完結,50,FireLink Studio,懸疑,推理,,,,https://mojoin.com/novels/3793,"薇薇安，大學音樂系的一年級生，在一次殺人案件中，因為室友被捲入其中，為了幫助室友洗清嫌疑，與某個作風詭異的「偵探」相遇──對泡菜有著狂熱偏執的怪人羅倫。

封閉的空間、醉人的紅酒、殘留的藥物、被割喉的受害者，以及與屍體共處一室的少女──
夜晚的美術教室、充當凶器的石膏像、以及腦袋被重擊，差點就死掉的天才美術生──
相談甚歡的主賓、風雨交加的夜晚──突兀停電，以及伴隨而來的槍響，當一切恢復光明時，展露在眾人面前的是被近距離射殺的女主人。

三起案件，三個展露在薇薇安與羅倫面前的，或許是簡單的謎題，或許是一場無可救藥的鬧劇。然而真相容易推敲，但人心──卻總是難以捉摸。簡單系推理，堂堂登場。"
冬青樹下的福爾摩斯01,散狐,懸疑推理,完結,58,三日月書版,靈異,推理,怪談,偵探,青春校園,https://mojoin.com/novels/3791,"「妳認為世界上有幽靈存在嗎？」

好奇心旺盛的好動女孩與睏倦零活力的偵探少年，解開帶有濃厚怪談色彩的神祕案件，共譚青春校園推理篇章──

初冬季節的夕陽餘暉、光禿的櫻花樹下，散發著透明感的美麗女孩。如此光景令尤亞難以忘懷，打聽之下卻發現那名女孩已不在人世。上吊自殺的女高中生幽靈傳說，在茗川高中的學生間迅速傳開。前往社團辦公室的途中必定會經過那顆櫻樹，二度現身的幽靈讓身負社長重責的尤亞不勝其擾。於是她找上了據說曾經破解「茗川七大不可思議」之一的同班同學──夏冬青……

「櫻樹下的幽靈」其真身是……？隱藏在事件背後的真相又為何……？"
他媽的AI吃人豪宅,芙蘿,懸疑推理,完結,2760,華星娛樂,劇本殺,本格推理,科幻未來,,,https://mojoin.com/novels/3775,"限時解謎劇本殺，揪出兇手或死亡！元宇宙 LARP
3小時定生死！自己的命運，自己救！

林瑞媛一醒來就在虛擬世界「第1010號宇宙」，被AI告知自己的大腦受創、即將腦死成為植物人！她必須在真實世界的3小時內，即虛擬世界的72小時內，拉高大腦效能、解開豪宅凶案、揪出真兇，才能從真實世界中醒來。

隨著遊戲進行，她發現遊戲劇本是妹妹創作的小說改編而成，但沒想到走向逐漸偏離劇本，一切開始失控！而激烈的腦力推理，也使得她失去的記憶逐漸復甦，但卻反將她陷入過去悲慘回憶的牢籠……

 林瑞媛要如何破關解謎、絕境重生？同行的玩家，又懷抱著什麼秘密？謊言、利刃與劇毒，這是他們多謀的詭計，也是愛與被愛的真心。"
怪奇殯儀館,芙蘿,懸疑推理,完結,4643,恐怖喜劇,靈異搞笑,懸疑推理,,,,https://mojoin.com/novels/3762,"殯儀館裡追趕跑跳碰，背後追你的是人還是鬼？
人人都是暴風雨中的小船，而這裡正是他們的避風港……

失業走投無路的阿翰，到了殯儀館當夜班保全。雖然入住員工宿舍得以暫時安頓，但同事個個陰陽怪氣，還有奇怪的《夜班保全守則》要遵守！唯一小確幸是同事的女兒美若天仙，常來送晚餐探班。

阿翰這會兒工作都還沒上手，那會兒各種怪事已經各種猛：傳說中半夜點屍體會多出一具？地下層明明只有到B2，有時卻會出現B3？不只如此，竟然還有面具怪客持刀來攻擊，人氣網紅分屍懸案沒破！最讓阿翰無法置信的是，為了更好地服務生人和死人，他竟然必須得開天眼……

衰上加衰、人鬼不分，這個不平靜的殯儀館背後祕密一旦被揭開，後果恐怕是阿翰無法承受……"
流焰的迴旋曲,薩佐,懸疑推理,完結,25,原創星球,魔法,戰鬥,架空,,,https://mojoin.com/novels/3654,"流焰輪轉，千物不移。
只要花還盛開，貝里的繁榮就會持續下去。"
查無此人，請勿再寄,吐維,懸疑推理,完結,18968,獨家原創,懸疑推理,寫實,信件解謎,劇情翻轉,微BL,https://mojoin.com/novels/2895,"「在那時，我第一次體會到──人原來可以如此喜歡一個人、同時又如此痛恨一個人。」

幾個月前，盧彥為拿著幾封查無此人的神祕信件到派出所報案，希望能將信件物歸原主。
菜鳥員警涂偉翔於是展開調查，卻發現信的寄出地遍及東南西北、彷彿寄件者不想被找到似的，甚至還有其他人為了偷信在盧彥為家附近徘徊。
無奈之下，涂偉翔只好收留沒有家人的盧彥為在住處落腳，但隨著相處時間漸長，他也愈來愈在意這個謙遜卑怯的青年。
然而循著線索愈挖愈深，信件的祕密也逐漸顯露出來，證據全都指向了同一個人──

「打從一開始，就沒有該收到這些信的人，對吧？」
「……對不起，涂大哥。」
「你、到底是誰？」"
地獄的轉生生存秀,壹那由他,懸疑推理,完結,958,原創星球,歡樂,解謎,生存,惡搞,搞笑,https://mojoin.com/novels/2304,"一場不是死就是生的遊戲，不願活著的人們垂「死」掙扎
死或是生，歡迎來到地獄的轉生生存秀
全球新型疾病肆虐，死亡人口創新高，直逼過去戰爭死亡人數，加上少子化問題，造成地獄人口爆炸，流浪漢四散，嚴重影響人類靈魂投胎。
在地獄生活有房有車有錢，也嚴重影響人類投胎意願。
為了解決人口爆炸問題，十殿閻羅決定趁著人間的人造嬰兒生育計畫及疫情趨緩之戰後嬰兒潮，舉辦強制轉生的生存秀。
死亡，即強制投胎。
閻羅天子秘書兼遊戲策畫李述︰「這公司鐵定要完。」
遊戲策畫兼遊戲主持人紀雨桁︰「請答出地獄的轉生生存秀，生字不相連、完全相連、不完全相連及八個字任意排列各有幾種排列方式。」

——那一天，人們回想起被庭院深深深幾許數學題支配的恐懼。
－－－－－－－－－－－－－－－
腹黑主持人x呆蠢主持人
意外死男神x自殺死女神
大致上有兩組主角
立意良善，和平和諧的生存遊戲
各種網路梗時事梗
地獄設定有私設，主要參考地獄遊記"
勇往直前吧！捕物少女！,亞蘇,懸疑推理,完結,61,作者授權,日式古風,推理,輕奇幻,,,https://mojoin.com/novels/1133,"平靜的南町突然發生了殺人事件——

繪雙紙的名家，在自宅被人一刀刺穿胸口，當場斃命，兇手是他招來的藝妓，還是另有其人？
番所裡的姑娘出嫁不久與丈夫失和，卻又為何在夢境裡牽扯到另外一名武家小姐？
低價義診的女大夫同時也是過去商家的情婦，她的目的究竟是什麼？
失去記憶的男人，到底真實身分為何？

活潑青春，且正義感十足的薰，即將出手釐清真相，化解危機！"
魍魎之宴,月雨海魅,懸疑推理,完結,90,作者授權,懸疑,推理,都市,靈異,驚悚,https://mojoin.com/novels/534,"一場朋友間的歡樂聚會，一次痛徹心扉的殘破離別，一段不為人知的不堪過往，一場交錯複雜的本能與感情拉扯刻劃出的慘劇。
從一句路口算命師的詭異預言開始，將這群故事裡的每位人物環環相扣，開啟了數十年前就悄悄展開的黑暗筵席。
在被當成「魍魎」的佳餚之下開始互相殘殺、互相包庇、互相猜忌、逐一成為暗影的一部分。
他們不知不覺間被邀請一一入席，直到那名男人的出現，那名女人的告白……"
無朽色華(Ｉ),星野咪魯,懸疑推理,完結,0,原創星球,腹黑,百合,懸疑,,,https://mojoin.com/novels/815,"人都沒辦法擺脫痛苦的束縛，
我們唯一能做到的，就是試法保留真實的自己
將自己浸泡在藥劑之中的女子說道：
這個世界儼然需要的，是為你執筆，為你服務，為你利用的這副肉體，而並非存留在這具形體之中的，叫做陳霧的靈魂……
────而你們 共罪

無形之形系列第二部：無朽色華　連載開催
「今天的你活著還好嗎？」"
【都市/懸疑/罪案/心理】 黑暗中的犯罪側寫師,巨蠍羊,懸疑推理,完結,2057,原創星球,都市,懸疑,,,,https://mojoin.com/novels/1108,"一直以成為像父親一樣的正直法官為人生目標的柏皓霖發現父親當年被害一案另有真兇。
為了尋找真相，柏皓霖進入警署成為一名犯罪側寫師，擅長行為分析和心理側寫的他漸漸獲得了警署高層的信任。
在尋找父親被害一案的線索時，柏皓霖發現這個城市中不少高智商的連環殺手、或是有強大背景的罪犯沒有得到應有的懲罰。
為了維護正義，柏皓霖秉承「正人行邪法，邪法亦正」的人生信條接管了法律之外的法。
白天，柏皓霖是警署專業的側寫師，利用犯罪側寫幫助警方破解疑難案件，與諸多連環殺手鬥智斗勇；
夜晚他化身為代表著正義的判官，他從不親自參與犯罪，而是通過心理誘導或設下心理陷阱將不能被法律制裁的罪人送到上帝面前接受審判。"
群青推理－成為偵探助手的方法,CC,懸疑推理,完結,0,原創星球,日常,校園,,,,https://mojoin.com/novels/996,"全篇已完結。
單元劇形式校園輕推理作品，不燒腦請安心食用。

* * *

夏曉萱好不容易進入了當地的第一志願南海附中，沒想到在開學第一天就被一位自稱是偵探社社長的學長──藍楷昱──搭訕。
因緣際會之下，她選擇放棄普通的高中生活，加入校內的偵探社，當時她還不知道自己早已跳入火坑。
才剛加入社團，廢社危機便擺在眼前，更慘的是，明年學長升上高三，自己很可能得接下偵探社社長的職務。
對於這個頭銜，曉萱可是敬謝不敏，無可奈何之下，她便立定志向，決心要在這一年內網羅校園內的推理人才。"
GAME,Rin45,懸疑推理,完結,1,原創星球,戰鬥,校園,,,,https://mojoin.com/novels/961,"Let's play a game.
這是最近突然流行起來的一封訊息。
並非問句，亦不是邀請，而是「一同參與」遊戲，勝者可以獲得高額的報酬，敗者，所付出的代價是生命。"
白鬼曼蘿,米米爾,懸疑推理,完結,10,原創星球,推理,架空,戰鬥,,,https://mojoin.com/novels/463,"失去一切的「少女曼蘿」，終於如願以償地長大了。
當她進入罪惡之城巴比倫時，她獲得了新的稱號：「白鬼曼蘿」。

一邊以右手的白手為淨化之匕，一邊以左手的鬼手為追蹤抓擄汙鬼邪靈之爪，將罪惡之城《巴比倫城》弄得雞飛狗跳，人心惶惶，因為誰的內心沒有罪惡？誰又能真正無辜？誰的體內沒有那熱愛犯罪的汙鬼邪靈棲息？

所向披靡的她，成為黑白兩道避之唯恐不及的存在。
正當她萬念俱灰，只求以命與言寧錄相搏卻失敗時，因緣際會之下，白之王的同伴「黑之王」，邀請曼蘿加入事務所，以幫忙調查解決汙鬼邪靈造成的各類案件，換取害她一無所有的「邪靈之王言寧錄」的線索。
白鬼曼蘿一面心不甘願的和搭檔花牧師調查辦案並滅鬼，一面想盡辦法調查奪走白之王身體的死敵下落，然後，一起回到那隻存在夢中的山神山村。"
